0.000000, 0, 0, 0, 0, 0, 0, 0.500000, 0.500000, 0.500000, 0.500000
0.010000, 0, 0, 0, 0, 0, 0, 0.503750, 0.503750, 0.503750, 0.503750
0.020000, 0, 0, 0, 0, 0, 0, 0.507500, 0.507500, 0.507500, 0.507500
0.030000, 0, 0, 0, 0, 0, 0, 0.511249, 0.511249, 0.511249, 0.511249
0.040000, 0, 0, 0, 0, 0, 0, 0.514998, 0.514998, 0.514998, 0.514998
0.050000, 0, 0, 0, 0, 0, 0, 0.518746, 0.518746, 0.518746, 0.518746
0.060000, 0, 0, 0, 0, 0, 0, 0.522492, 0.522492, 0.522492, 0.522492
0.070000, 0, 0, 0, 0, 0, 0, 0.526238, 0.526238, 0.526238, 0.526238
0.080000, 0, 0, 0, 0, 0, 0, 0.529982, 0.529982, 0.529982, 0.529982
0.090000, 0, 0, 0, 0, 0, 0, 0.533724, 0.533724, 0.533724, 0.533724
0.100000, 0, 0, 0, 0, 0, 0, 0.537465, 0.537465, 0.537465, 0.537465
0.110000, 0, 0, 0, 0, 0, 0, 0.541203, 0.541203, 0.541203, 0.541203
0.120000, 0, 0, 0, 0, 0, 0, 0.544939, 0.544939, 0.544939, 0.544939
0.130000, 0, 0, 0, 0, 0, 0, 0.548673, 0.548673, 0.548673, 0.548673
0.140000, 0, 0, 0, 0, 0, 0, 0.552404, 0.552404, 0.552404, 0.552404
0.150000, 0, 0, 0, 0, 0, 0, 0.556131, 0.556131, 0.556131, 0.556131
0.160000, 0, 0, 0, 0, 0, 0, 0.559856, 0.559856, 0.559856, 0.559856
0.170000, 0, 0, 0, 0, 0, 0, 0.563577, 0.563577, 0.563577, 0.563577
0.180000, 0, 0, 0, 0, 0, 0, 0.567295, 0.567295, 0.567295, 0.567295
0.190000, 0, 0, 0, 0, 0, 0, 0.571009, 0.571009, 0.571009, 0.571009
0.200000, 0, 0, 0, 0, 0, 0, 0.574719, 0.574719, 0.574719, 0.574719
0.210000, 0, 0, 0, 0, 0, 0, 0.578425, 0.578425, 0.578425, 0.578425
0.220000, 0, 0, 0, 0, 0, 0, 0.582126, 0.582126, 0.582126, 0.582126
0.230000, 0, 0, 0, 0, 0, 0, 0.585823, 0.585823, 0.585823, 0.585823
0.240000, 0, 0, 0, 0, 0, 0, 0.589515, 0.589515, 0.589515, 0.589515
0.250000, 0, 0, 0, 0, 0, 0, 0.593202, 0.593202, 0.593202, 0.593202
0.260000, 0, 0, 0, 0, 0, 0, 0.596883, 0.596883, 0.596883, 0.596883
0.270000, 0, 0, 0, 0, 0, 0, 0.600559, 0.600559, 0.600559, 0.600559
0.280000, 0, 0, 0, 0, 0, 0, 0.604230, 0.604230, 0.604230, 0.604230
0.290000, 0, 0, 0, 0, 0, 0, 0.607895, 0.607895, 0.607895, 0.607895
0.300000, 0, 0, 0, 0, 0, 0, 0.611553, 0.611553, 0.611553, 0.611553
0.310000, 0, 0, 0, 0, 0, 0, 0.615205, 0.615205, 0.615205, 0.615205
0.320000, 0, 0, 0, 0, 0, 0, 0.618851, 0.618851, 0.618851, 0.618851
0.330000, 0, 0, 0, 0, 0, 0, 0.622490, 0.622490, 0.622490, 0.622490
0.340000, 0, 0, 0, 0, 0, 0, 0.626123, 0.626123, 0.626123, 0.626123
0.350000, 0, 0, 0, 0, 0, 0, 0.629748, 0.629748, 0.629748, 0.629748
0.360000, 0, 0, 0, 0, 0, 0, 0.633366, 0.633366, 0.633366, 0.633366
0.370000, 0, 0, 0, 0, 0, 0, 0.636976, 0.636976, 0.636976, 0.636976
0.380000, 0, 0, 0, 0, 0, 0, 0.640579, 0.640579, 0.640579, 0.640579
0.390000, 0, 0, 0, 0, 0, 0, 0.644173, 0.644173, 0.644173, 0.644173
0.400000, 0, 0, 0, 0, 0, 0, 0.647760, 0.647760, 0.647760, 0.647760
0.410000, 0, 0, 0, 0, 0, 0, 0.651338, 0.651338, 0.651338, 0.651338
0.420000, 0, 0, 0, 0, 0, 0, 0.654908, 0.654908, 0.654908, 0.654908
0.430000, 0, 0, 0, 0, 0, 0, 0.658469, 0.658469, 0.658469, 0.658469
0.440000, 0, 0, 0, 0, 0, 0, 0.662022, 0.662022, 0.662022, 0.662022
0.450000, 0, 0, 0, 0, 0, 0, 0.665565, 0.665565, 0.665565, 0.665565
0.460000, 0, 0, 0, 0, 0, 0, 0.669098, 0.669098, 0.669098, 0.669098
0.470000, 0, 0, 0, 0, 0, 0, 0.672623, 0.672623, 0.672623, 0.672623
0.480000, 0, 0, 0, 0, 0, 0, 0.676137, 0.676137, 0.676137, 0.676137
0.490000, 0, 0, 0, 0, 0, 0, 0.679642, 0.679642, 0.679642, 0.679642
0.500000, 0, 0, 0, 0, 0, 0, 0.683136, 0.683136, 0.683136, 0.683136
0.510000, 0, 0, 0, 0, 0, 0, 0.686620, 0.686620, 0.686620, 0.686620
0.520000, 0, 0, 0, 0, 0, 0, 0.690094, 0.690094, 0.690094, 0.690094
0.530000, 0, 0, 0, 0, 0, 0, 0.693557, 0.693557, 0.693557, 0.693557
0.540000, 0, 0, 0, 0, 0, 0, 0.697009, 0.697009, 0.697009, 0.697009
0.550000, 0, 0, 0, 0, 0, 0, 0.700450, 0.700450, 0.700450, 0.700450
0.560000, 0, 0, 0, 0, 0, 0, 0.703880, 0.703880, 0.703880, 0.703880
0.570000, 0, 0, 0, 0, 0, 0, 0.707299, 0.707299, 0.707299, 0.707299
0.580000, 0, 0, 0, 0, 0, 0, 0.710705, 0.710705, 0.710705, 0.710705
0.590000, 0, 0, 0, 0, 0, 0, 0.714100, 0.714100, 0.714100, 0.714100
0.600000, 0, 0, 0, 0, 0, 0, 0.717483, 0.717483, 0.717483, 0.717483
0.610000, 0, 0, 0, 0, 0, 0, 0.720853, 0.720853, 0.720853, 0.720853
0.620000, 0, 0, 0, 0, 0, 0, 0.724211, 0.724211, 0.724211, 0.724211
0.630000, 0, 0, 0, 0, 0, 0, 0.727557, 0.727557, 0.727557, 0.727557
0.640000, 0, 0, 0, 0, 0, 0, 0.730890, 0.730890, 0.730890, 0.730890
0.650000, 0, 0, 0, 0, 0, 0, 0.734209, 0.734209, 0.734209, 0.734209
0.660000, 0, 0, 0, 0, 0, 0, 0.737516, 0.737516, 0.737516, 0.737516
0.670000, 0, 0, 0, 0, 0, 0, 0.740809, 0.740809, 0.740809, 0.740809
